championId,championName,teamPosition,total_games_played_in_role,avg_kills,avg_deaths,avg_deaths_by_enemy_champs,avg_assists,avg_kill_participation,avg_takedowns,total_wins,avg_pct_damage_in_team,avg_dmg_per_minute,avg_dmg_dealt_to_champions,avg_dmg_dealt,avg_magic_dmg_to_champs,avg_magic_dmg,avg_physical_dmg_to_champs,avg_physical_dmg,avg_true_dmg_to_champs,avg_true_dmg,avg_largest_crit,avg_time_ccing_champs,avg_total_time_cc_dealt,avg_champ_immobilizations,avg_dmg_taken_team_pct,avg_dmg_taken,avg_magic_dmg_taken,avg_physical_dmg_taken,avg_tru_dmg_taken,avg_dmg_self_mitigated,avg_times_killed_champ_took_full_team_dmg_and_survived,avg_times_survived_single_digit_hp,avg_times_survived_3_immobilizes_in_fight,avg_times_took_large_dmg_survived,avg_total_healing,avg_heals_on_teammate,avg_total_units_healed,avg_dmg_shielded_on_team,avg_effective_heal_and_shield,avg_supp_quest_completion_time,avg_longest_time_alive,avg_time_spent_dead,avg_spell1_casts,avg_spell2_casts,avg_spell3_casts,avg_spell4_casts,avg_ability_uses,avg_times_dodged_skill_small_window,avg_skillshots_dodged,avg_skillshots_landed_early_game,avg_skillshots_hit,avg_times_immobilize_and_kill_with_ally,avg_times_got_kill_after_hidden_with_ally,avg_times_pick_kill_with_ally,avg_times_knock_enemy_into_team_and_kill,avg_kills_near_enemy_turret,avg_kills_under_own_turret,avg_multikills_after_aggressive_flash,avg_outnumbered_kills,avg_outnumbered_nexus_kill,avg_quick_cleanse,avg_quick_solo_kills,avg_solo_kills,avg_takedowns_after_gaining_lvl_adv,avg_kills_on_other_lanes_early_as_jgler,avg_times_save_ally_from_death,avg_takedowns_in_alcove,total_games_first_blood_kill,total_games_first_blood_assist,avg_takedowns_before_jg_camps_spawn,avg_first_takedown_time,avg_champ_exp_at_game_end,avg_champ_lvl_at_game_end,avg_gold_earned_per_game,avg_gold_per_minute,avg_gold_spent,avg_bounty_lvl,avg_bounty_gold,avg_max_lvl_lead_lane_opp,avg_cs,avg_cs_10_mins,avg_max_cs_over_lane_opp,avg_consumables_purchased,avg_number_of_items_purchased,total_games_fastest_item_completion,avg_neutral_monsters_cs,avg_buffs_stolen,avg_initial_buff_count,avg_epic_monster_kills_within_30s_of_spawn,avg_initial_crab_count,avg_crabs_per_game,avg_jg_cs_before_10m,avg_jgler_kills_early_jungle,avg_jgler_early_kills_on_laners,avg_jgler_tkdowns_near_damaged_epic_monsters,avg_kills_with_help_from_epic_monster,avg_vision_score,avg_vision_score_per_min,avg_vision_score_adv_over_lane_opp,avg_stealth_wards_placed,avg_wards_placed,avg_wards_guarded,avg_ctrol_wards_placed,avg_ctrl_ward_time_coverage_in_river_or_enemy_half,avg_unseen_recalls,avg_wards_killed,avg_ward_tkdowns,avg_ward_tkdowns_beforem_20m,avg_2_wards_killed_w_1_sweeper,avg_ctrl_wards_bought,avg_earliest_baron_by_team_time,avg_baron_kills_by_team,avg_herald_kills_by_team,avg_dragon_kills_by_team,avg_elder_dragon_kills_by_team,avg_elder_dragon_kills_w_opposing_soul,avg_inhib_kills_by_team,avg_tower_kills_by_team,avg_inhibs_lost_by_team,avg_nexus_lost_by_team,avg_turrets_lost_by_team,avg_first_turret_kill_time_by_team,avg_total_team_champ_kills,avg_team_aces_before_15_by_team,avg_flawless_aces_by_team,avg_shortes_time_to_ace_from_1st_tkdown,avg_max_kill_deficit,avg_indiv_dmg_dealt_to_buildings,avg_indiv_dmg_dealth_to_turrets,avg_indiv_turret_plates_taken,avg_turrets_killed_before_plates_fell,avg_indiv_tower_kills,avg_indiv_tower_tkdowns,avg_indiv_tower_tkdowns2,avg_indiv_solo_towers_kills_late_game,avg_indiv_towers_taken_w_rift_herald,avg_indiv_multi_towers_taken_w_rift_herald,avg_indiv_inhib_kills,avg_indiv_inhib_tkdowns,avg_indiv_nexus_kills,avg_indiv_nexus_tkdowns,avg_indiv_dmg_dealt_to_objs,avg_indiv_baron_kills,avg_indiv_solo_baron_kills,avg_indiv_baron_tkdowns,avg_indiv_dragon_kills,avg_indiv_dragon_tkdowns,avg_indiv_rift_herald_tkdowns,avg_indiv_void_monster_kills,avg_objs_stolen,avg_objs_stolen_assists,avg_epic_monster_steals,avg_epic_monster_steals_without_smite,avg_epic_monsters_killed_near_enemy_jgler,avg_earliest_drag_tkd,number_of_games_had_drag_tkd,avg_time_played_per_game,avg_game_length,avg_doublekills,avg_triplekills,avg_quadrakills,avg_pentakills,avg_largest_multikill,avg_number_of_multikills,avg_multikills_with_one_spell,avg_killing_sprees,avg_killing_sprees2,avg_legendary_count,avg_largest_killing_spee,avg_unreal_kills,avg_12_assist_streaks,avg_elder_drag_multikills,avg_full_team_tkds,avg_times_blast_cone_enemy,avg_double_aces,avg_fist_bump_participations,avg_mejai_full_stack_time,avg_outer_turret_executes_before_10m,avg_tkds_in_enemy_fountain,mode_individual_position,mode_lane,mode_role,mode_team_position,champ_role,kda,winrate,cs_per_minute,gold_per_minute,damage_per_minute,pct_first_drag_tkd_min_5to7,pct_first_drag_tkd_min_7to11,pct_first_drag_tkd_min_11to15,pct_first_drag_tkd_min_15+,pct_highest_dmg_in_match,pct_highest_cc_in_match,pct_highest_ward_kills_in_match,pct_fastest_supp_quest_in_match,pct_first_to_buy_item_in_match,pct_games_first_blood_kill,pct_games_first_blood_assist,pct_of_games_with_early_lanephase_gold_exp_adv,pct_of_games_with_lanephase_gold_exp_adv,pct_games_jgler_had_early_tkdowns_in_all_lanes,pct_of_games_team_took_first_baron,pct_of_games_team_took_first_drag,pct_of_games_team_took_first_inhib,pct_games_team_took_first_herald,pct_of_games_team_took_first_turret,pct_of_games_with_perfect_drag_soul_taken,pct_of_games_first_turret_taken_by_team,pct_of_games_that_are_perfect_games,pct_of_games_indiv_killed_1st_tower,pct_of_games_indiv_tkdown_1st_tower,pct_of_games_indiv_had_1st_turret_assist,pct_of_games_indiv_took_1st_tower_quick,pct_of_games_with_open_nexus,pct_of_games_ended_in_early_ff,pct_of_games_ended_in_ff,pct_of_games_team_ffd,pct_of_games_danced_with_rift_herald,pct_of_games_played_champ_select_position
6,Urgot,TOP,302,6.4,5.13,5.12,4.77,0.38,11.17,166,0.21,730.89,21397.72,154725.51,136.19,382.77,19433.86,145817.92,1826.96,8524.13,1.35,26.97,247.83,21.98,0.22,27374.89,9792.57,15915.54,1665.76,33186.23,0.01,0.02,3.35,0.13,4639.52,20.85,1.03,0.0,20.86,0.0,578.59,163.16,54.42,243.14,25.6,9.89,333.04,2.02,26.41,4.51,26.9,4.56,0.8,7.31,3.57,0.94,0.63,0.13,1.15,0.0,0.0,0.0,1.86,0.04,0.12,0.0,0.09,31,0.06,0.1,3.19,15365.27,15.42,12101.94,427.65,11130.72,6.4,214.43,1.61,194.41,67.77,25.97,1.99,19.71,36999.83,4.77,0.13,0.0,0.04,0.0,0.19,0.15,,,0.19,0.36,18.91,0.67,0.3,6.9,8.16,0.29,0.61,0.54,0.02,2.95,3.02,1.16,0.03,0.67,1665.97,0.36,0.46,1.93,0.02,0.01,0.96,5.93,0.84,0.45,5.54,834.85,28.52,0.01,0.23,29.16,1.62,5615.96,5615.96,1.56,0.1,1.86,2.86,2.86,1.48,1.11,0.01,0.24,0.6,0.09,0.32,11817.31,0.02,0.0,0.24,0.09,0.44,0.22,1.19,0.01,0.01,0.01,0.0,0.04,1356.21,102,1683.41,1684.03,0.6,0.09,0.01,0.0,1.47,0.71,0.0,1.4,0.79,0.09,3.42,0.0,0.0,0.0,1.02,0.01,0.0,0.45,0.0,0.0,0.02,TOP,TOP,SOLO,TOP,Urgot TOP,2.18,0.55,7.1,431.34,762.66,0.0,0.0,4.9,95.1,8.94,3.97,5.63,0.0,12251.6,10.26,0.02,0.02,0.04,0.0,0.1,0.15,0.15,0.15,0.16,0.02,47.02,0.33,13.25,17.22,1.66,0.0,0.0,0.0,0.08,0.0,0.0,0.33
7,Leblanc,MIDDLE,140,6.9,4.39,4.38,6.38,0.45,13.28,74,0.22,765.83,22228.89,109238.19,19011.68,91892.58,1327.16,12442.36,1889.03,4902.26,0.0,15.69,49.2,10.51,0.16,20069.96,8692.54,10290.38,1086.06,9772.53,0.01,0.05,1.6,0.0,2347.5,1.39,1.0,0.0,1.4,0.0,638.65,138.95,92.86,127.75,39.06,24.51,284.19,2.11,26.24,2.91,18.68,2.76,1.22,9.26,0.01,1.76,0.71,0.06,1.16,0.0,0.0,0.16,2.13,0.04,0.37,0.0,0.09,25,0.03,0.05,5.47,14167.48,14.84,11040.1,398.89,10277.25,6.9,218.07,1.65,174.74,70.39,22.39,3.97,20.69,16657.51,1.1,0.04,0.0,0.01,0.0,0.02,0.12,,,0.24,0.36,19.59,0.7,0.32,5.73,7.56,0.29,1.21,0.51,0.02,2.8,2.86,1.31,0.09,1.37,1719.02,0.34,0.44,1.98,0.04,0.01,0.88,5.52,0.81,0.47,5.24,830.3,28.78,0.01,0.16,29.29,1.02,2553.59,2553.59,1.06,0.03,0.74,1.46,1.46,1.23,1.25,0.01,0.15,0.39,0.03,0.19,4214.19,0.0,0.0,0.16,0.04,0.44,0.06,0.44,0.01,0.01,0.01,0.0,0.03,1147.61,49,1655.76,1656.35,0.41,0.04,0.0,0.0,1.33,0.44,0.11,1.56,0.89,0.1,3.66,0.0,0.0,0.0,0.54,0.01,0.0,0.13,0.01,0.01,0.06,MIDDLE,MIDDLE,SOLO,MIDDLE,Leblanc MIDDLE,3.03,0.53,6.37,400.06,805.51,0.0,12.24,24.49,63.27,12.14,1.43,7.14,0.0,11898.22,17.86,0.02,0.09,0.11,0.01,0.17,0.39,0.28,0.31,0.41,0.06,57.14,0.71,2.86,5.0,1.43,0.0,0.01,0.01,0.26,0.0,0.0,0.71
7,Leblanc,UTILITY,47,5.85,6.91,6.87,10.94,0.52,16.79,26,0.18,675.91,19656.91,41714.49,16315.43,32627.32,1467.72,5038.79,1872.68,4047.53,0.0,21.47,32.7,14.47,0.17,22725.45,8886.62,12712.57,1125.28,9185.26,0.0,0.09,2.3,0.0,2363.06,0.0,1.0,0.0,0.0,0.85,539.38,173.4,50.83,94.6,36.23,17.94,199.6,1.17,21.21,4.34,23.36,5.15,2.15,13.09,0.02,1.66,0.6,0.06,1.28,0.0,0.0,0.09,0.89,0.02,0.32,0.0,0.13,8,0.36,0.23,8.49,10457.55,12.6,9419.72,334.93,8592.45,5.85,207.6,1.6,37.49,13.21,13.55,5.26,21.36,2589.72,1.09,0.04,0.0,0.0,0.0,0.04,0.34,,,0.13,0.17,67.36,2.35,0.05,27.11,30.11,0.83,2.43,0.63,0.02,6.94,7.04,4.32,0.19,2.81,1747.09,0.28,0.51,2.06,0.0,0.0,1.0,6.09,0.79,0.45,5.47,808.87,33.0,0.0,0.19,32.88,0.72,1467.87,1467.87,1.62,0.13,0.36,1.47,1.47,,1.06,0.0,0.09,0.51,0.02,0.21,3234.94,0.0,0.0,0.15,0.11,0.72,0.09,0.81,0.04,0.0,0.04,0.02,0.04,716.54,19,1693.81,1694.4,0.34,0.02,0.0,0.0,1.21,0.36,0.02,1.32,0.62,0.06,2.83,0.0,0.13,0.0,0.47,0.0,0.0,0.28,0.02,0.0,0.09,UTILITY,BOTTOM,SUPPORT,UTILITY,Leblanc UTILITY,2.43,0.55,1.37,333.68,696.31,21.05,31.58,21.05,26.32,2.13,0.0,48.94,29.79,5510.04,17.02,0.77,0.32,0.45,0.13,0.4,1.21,0.85,1.09,1.17,0.23,55.32,0.0,0.0,10.64,8.51,2.13,0.04,0.0,0.55,0.0,0.0,2.13
8,Vladimir,MIDDLE,218,6.19,4.53,4.52,4.86,0.4,11.05,115,0.25,836.63,24052.63,150977.07,22473.43,135965.66,1099.73,11877.9,478.67,3132.56,0.0,4.16,106.57,0.05,0.23,31887.35,13807.33,16276.78,1802.23,16093.85,0.02,0.06,2.51,0.02,27361.2,0.0,1.0,0.0,0.0,0.0,622.87,143.11,242.33,15.56,81.75,8.11,347.75,2.52,35.91,0.0,0.0,0.01,0.93,7.67,0.0,1.76,0.54,0.13,1.39,0.0,0.0,0.02,1.7,0.03,0.23,0.0,0.1,15,0.05,0.06,3.57,15008.13,15.29,11394.76,410.85,10398.97,6.19,214.89,1.71,198.75,71.39,32.35,2.35,18.14,28428.58,3.57,0.07,0.0,0.01,0.0,0.14,0.07,,,0.14,0.3,13.64,0.5,0.01,6.14,7.79,0.31,0.32,0.49,0.0,1.16,1.24,0.57,0.01,0.39,1685.39,0.33,0.46,1.76,0.02,0.0,0.88,5.7,0.82,0.48,5.52,824.21,26.83,0.01,0.19,27.64,1.56,3633.9,3633.9,1.14,0.04,1.28,2.14,2.14,1.19,1.19,0.01,0.21,0.45,0.06,0.27,7843.64,0.01,0.0,0.22,0.05,0.56,0.12,0.74,0.01,0.01,0.0,0.0,0.01,1136.38,85,1647.99,1648.54,0.69,0.15,0.01,0.01,1.51,0.87,0.0,1.28,0.76,0.1,3.41,0.0,0.0,0.0,0.52,0.01,0.0,0.13,0.01,0.01,0.04,MIDDLE,MIDDLE,SOLO,MIDDLE,Vladimir MIDDLE,2.44,0.53,7.37,414.86,875.71,3.53,4.71,23.53,68.24,18.81,0.0,1.38,0.0,13040.63,6.88,0.02,0.03,0.06,0.0,0.12,0.18,0.18,0.21,0.22,0.03,48.17,0.92,4.13,7.8,0.92,0.0,0.0,0.0,0.14,0.0,0.0,0.46
8,Vladimir,TOP,140,5.98,4.66,4.66,4.81,0.37,10.79,75,0.25,883.63,25315.48,152119.37,23296.58,137729.88,1321.16,11489.79,696.91,2898.86,0.0,4.95,119.99,0.04,0.25,31972.41,11160.82,18976.32,1834.26,17250.19,0.0,0.06,2.94,0.0,28314.37,0.0,1.0,0.0,0.0,0.0,600.34,145.46,250.44,16.8,84.32,8.26,359.81,1.04,20.61,0.0,0.0,0.0,0.66,6.63,0.0,1.67,0.59,0.09,1.21,0.0,0.0,0.0,2.26,0.02,0.11,0.0,0.15,13,0.05,0.06,3.25,15332.66,15.49,11430.06,409.16,10468.29,5.98,125.17,1.81,197.96,69.68,37.06,2.46,18.04,16151.69,3.92,0.09,0.0,0.01,0.0,0.11,0.03,,,0.14,0.22,14.13,0.52,0.06,6.71,8.2,0.24,0.3,0.49,0.01,0.99,1.72,1.01,0.0,0.35,1695.87,0.36,0.5,2.01,0.02,0.0,0.92,5.91,0.71,0.46,5.25,845.18,28.99,0.0,0.21,26.95,0.9,4204.13,4204.13,1.64,0.09,1.51,2.49,2.49,1.39,1.5,0.01,0.12,0.42,0.08,0.25,7920.94,0.01,0.0,0.2,0.06,0.43,0.13,0.63,0.0,0.0,0.0,0.0,0.03,1348.3,46,1664.09,1664.68,0.56,0.09,0.0,0.0,1.39,0.65,0.0,1.3,0.72,0.09,3.4,0.0,0.0,0.0,0.69,0.0,0.0,0.23,0.01,0.0,0.02,TOP,TOP,SOLO,TOP,Vladimir TOP,2.32,0.54,7.28,412.12,912.77,0.0,0.0,2.17,97.83,26.43,0.0,0.0,0.0,11536.92,9.29,0.04,0.12,0.17,0.0,0.24,0.37,0.33,0.36,0.4,0.09,55.71,0.0,10.0,20.0,4.29,0.0,0.01,0.01,0.21,0.01,0.0,0.71
9,FiddleSticks,JUNGLE,167,5.22,5.06,5.03,8.41,0.51,13.63,89,0.19,621.57,18483.85,221548.13,17422.34,152826.41,245.71,7776.72,814.88,60944.14,0.0,44.4,822.17,42.86,0.29,35509.62,11557.96,22903.44,1047.22,20006.58,0.0,0.01,1.41,0.0,20180.38,12.92,1.07,0.0,12.93,0.0,616.22,155.92,42.26,129.8,74.8,8.41,255.26,1.54,21.44,0.22,2.66,7.96,1.56,10.34,0.01,1.01,0.55,0.1,0.92,0.0,0.0,0.02,0.74,0.01,,0.01,0.13,15,0.08,0.03,5.16,13459.08,14.43,10744.78,382.19,9729.07,5.22,184.14,1.45,27.56,4.83,19.85,2.77,15.84,4943.59,145.57,7.48,1.9,0.31,0.88,2.71,59.76,0.02,1.09,0.13,0.26,48.62,1.67,1.42,0.0,2.22,0.26,2.22,0.53,0.0,3.81,3.83,2.06,0.0,2.49,1747.01,0.37,0.36,1.81,0.02,0.01,0.89,5.61,0.86,0.47,5.53,817.75,26.81,0.01,0.2,24.68,1.4,794.06,794.06,0.24,0.02,0.39,1.08,1.08,1.0,0.72,0.02,0.1,0.32,0.04,0.25,26954.2,0.29,0.0,0.35,1.41,1.65,0.34,3.72,0.05,0.01,0.05,0.03,0.71,663.76,126,1676.66,1677.26,0.43,0.04,0.01,0.0,1.3,0.47,0.76,1.22,0.66,0.02,2.65,0.0,0.04,0.01,0.75,0.01,0.0,0.1,0.0,0.01,0.01,JUNGLE,JUNGLE,NONE,JUNGLE,FiddleSticks JUNGLE,2.69,0.53,6.2,384.51,661.45,30.95,29.37,15.08,24.6,3.59,36.53,10.78,0.0,2960.23,8.98,0.05,0.04,0.03,,0.17,0.29,0.23,0.22,0.26,0.04,44.31,1.2,1.8,2.99,1.8,0.0,0.01,0.01,0.17,0.01,0.0,0.6
9,FiddleSticks,TOP,21,3.81,5.33,5.29,6.14,0.35,9.95,9,0.22,684.67,19952.76,110254.38,18842.81,98556.62,543.57,6882.95,565.62,4813.95,0.0,67.9,605.76,53.71,0.21,26312.9,8712.24,16565.0,1034.71,17279.38,0.0,0.05,3.19,0.0,9435.95,0.0,1.0,0.0,0.0,0.0,578.38,165.95,30.05,82.52,62.76,9.19,184.52,0.57,15.76,0.95,6.62,5.29,0.76,6.86,0.05,1.05,0.29,0.05,0.38,0.0,0.0,0.0,1.29,0.14,0.0,0.0,0.1,1,0.1,0.05,2.9,14082.24,14.9,9747.29,347.38,9194.05,3.81,137.26,1.62,154.76,61.29,14.14,4.1,18.62,1795.79,4.33,0.1,0.0,0.1,0.0,0.0,0.79,,,0.1,0.1,38.81,1.34,1.68,0.0,1.29,0.14,1.29,0.34,0.05,2.71,3.19,1.95,0.0,1.52,1618.74,0.48,0.24,1.9,0.0,0.0,0.9,4.76,1.1,0.57,6.24,892.46,26.9,0.05,0.14,31.98,1.48,2168.86,2168.86,1.29,0.0,0.67,1.1,1.1,1.0,0.48,0.0,0.0,0.1,0.05,0.1,8757.86,0.0,0.0,0.29,0.05,0.38,0.14,2.67,0.0,0.0,0.0,0.0,0.0,1251.28,7,1686.38,1687.02,0.14,0.05,0.0,0.0,1.1,0.19,0.62,1.14,0.38,0.05,2.05,0.0,0.0,0.0,0.57,0.0,0.0,0.05,0.0,0.0,0.0,TOP,TOP,SOLO,TOP,FiddleSticks TOP,1.87,0.43,5.66,346.8,709.9,0.0,0.0,0.0,100.0,0.0,71.43,14.29,0.0,8551.38,4.76,0.48,0.48,0.48,0.0,1.81,2.48,1.38,1.14,1.81,0.48,38.1,0.0,0.0,0.0,0.0,0.0,0.24,0.0,1.14,0.0,0.0,4.76
9,FiddleSticks,UTILITY,36,3.64,7.89,7.86,12.56,0.49,16.19,22,0.17,612.84,18381.25,48091.33,16966.28,42451.61,334.25,2393.53,1079.92,3245.22,0.0,68.53,398.56,56.33,0.17,24844.28,9775.25,13706.0,1362.03,13848.17,0.03,0.08,1.22,0.0,5375.06,39.75,1.25,0.0,39.78,0.47,417.69,211.53,26.53,39.44,46.44,8.28,120.69,2.14,25.36,0.08,2.0,7.89,2.03,12.19,0.0,0.61,0.31,0.06,0.86,0.0,0.0,0.0,0.5,0.0,0.03,0.03,0.19,1,0.19,0.11,6.08,10743.58,12.64,8814.39,304.89,8049.86,3.64,121.67,1.5,35.89,13.0,11.69,6.94,20.08,0.0,2.28,0.08,0.0,0.03,0.0,0.03,0.11,,,0.17,0.19,90.69,2.95,0.45,23.47,28.33,0.61,4.22,0.46,0.03,6.81,6.97,3.61,0.0,4.47,1673.37,0.56,0.53,1.89,0.03,0.03,1.08,6.33,0.75,0.39,5.25,843.88,33.67,0.0,0.11,24.11,2.42,889.69,889.69,0.75,0.0,0.31,1.19,1.19,,1.53,0.06,0.08,0.36,0.06,0.14,6329.97,0.0,0.0,0.47,0.08,1.06,0.19,1.44,0.0,0.11,0.0,0.0,0.08,756.43,23,1725.03,1725.68,0.19,0.0,0.0,0.0,1.06,0.19,0.64,0.86,0.25,0.0,1.39,0.0,0.11,0.0,0.47,0.03,0.0,0.17,0.0,0.0,0.03,UTILITY,BOTTOM,SUPPORT,UTILITY,FiddleSticks UTILITY,2.05,0.61,1.33,306.58,639.34,17.39,21.74,30.43,30.43,0.0,75.0,41.67,5.56,0.0,2.78,0.53,0.17,0.25,0.0,1.17,1.17,1.31,1.47,1.08,0.08,38.89,2.78,0.0,11.11,5.56,0.0,0.0,0.08,0.47,0.0,0.0,2.78
10,Kayle,MIDDLE,93,5.19,5.31,5.31,5.04,0.41,10.24,46,0.21,654.6,18823.7,152825.4,14084.52,108285.68,4348.59,40456.0,389.78,4082.96,0.0,7.56,271.46,0.02,0.18,22509.94,9876.32,11657.37,975.18,9630.99,0.0,0.01,1.58,0.0,7001.13,1264.1,4.14,0.0,1264.61,0.0,610.2,162.2,58.23,44.62,80.7,5.78,189.33,1.8,25.46,2.57,14.84,0.0,0.82,7.09,0.0,1.0,0.81,0.09,0.9,0.0,0.0,0.04,1.34,0.02,0.2,0.22,0.09,8,0.05,0.06,3.16,15359.05,15.56,11855.11,423.98,10984.76,5.19,265.33,1.43,213.04,68.99,32.38,2.04,18.59,4181.04,9.42,0.2,0.0,0.01,0.0,0.25,0.14,,,0.12,0.2,14.25,0.53,-0.02,5.97,8.16,0.17,0.46,0.55,0.01,1.45,1.49,0.69,0.0,0.46,1673.84,0.22,0.28,1.71,0.02,0.02,0.6,5.13,1.09,0.51,6.58,849.71,23.89,0.0,0.17,20.72,2.04,4894.41,4894.41,0.88,0.0,1.4,2.1,2.1,1.39,0.59,0.02,0.13,0.3,0.08,0.26,9859.26,0.04,0.0,0.15,0.05,0.55,0.08,0.53,0.0,0.01,0.0,0.0,0.0,1126.23,40,1657.96,1658.57,0.53,0.05,0.0,0.0,1.31,0.58,0.04,1.16,0.66,0.03,2.6,0.0,0.0,0.0,0.88,0.0,0.0,0.1,0.0,0.0,0.03,MIDDLE,MIDDLE,SOLO,MIDDLE,Kayle MIDDLE,1.93,0.49,8.05,429.03,681.21,5.0,10.0,15.0,70.0,7.53,0.0,3.23,0.0,4495.74,8.6,0.05,0.04,0.04,0.0,0.19,0.53,0.37,0.3,0.43,0.05,39.78,0.0,2.15,4.3,0.0,0.0,0.02,0.0,0.25,0.0,0.0,1.08
10,Kayle,TOP,243,4.89,5.92,5.9,4.94,0.36,9.83,135,0.21,699.85,20750.31,165937.96,14869.56,115997.36,5458.81,44200.55,421.12,5739.14,4.95,8.55,269.1,0.06,0.18,22724.6,8407.9,13178.72,1137.02,10433.98,0.0,0.06,1.74,0.0,7371.44,1275.91,3.95,0.0,1276.36,0.0,574.11,179.19,54.65,46.51,80.1,5.81,187.07,1.17,18.79,3.55,16.36,0.0,0.81,6.74,0.0,0.91,0.72,0.13,0.83,0.0,0.0,0.04,1.58,0.02,0.06,0.16,0.09,18,0.07,0.09,2.54,15777.01,15.56,12010.65,420.16,10990.02,4.89,198.52,1.46,207.34,62.24,36.19,2.1,18.66,13711.91,11.58,0.39,0.0,0.03,0.0,0.26,0.12,,,0.11,0.16,16.36,0.58,0.15,6.67,8.74,0.16,0.46,0.44,0.02,1.81,1.99,0.81,0.0,0.52,1678.76,0.37,0.39,1.95,0.0,0.0,0.89,5.72,0.98,0.45,5.83,850.8,27.21,0.0,0.16,27.86,2.05,6420.38,6420.38,1.05,0.05,2.03,2.81,2.81,1.72,0.72,0.01,0.34,0.58,0.14,0.32,12265.7,0.04,0.0,0.25,0.07,0.42,0.15,0.76,0.0,0.0,0.0,0.0,0.03,1406.54,81,1686.01,1686.58,0.48,0.09,0.02,0.0,1.37,0.59,0.02,1.07,0.51,0.04,2.28,0.0,0.0,0.0,1.07,0.01,0.0,0.14,0.0,0.0,0.04,TOP,TOP,SOLO,TOP,Kayle TOP,1.66,0.56,7.79,427.42,738.44,0.0,1.23,4.94,93.83,9.88,0.0,2.47,0.0,5642.76,7.41,0.03,0.01,0.03,0.0,0.12,0.22,0.16,0.16,0.15,0.02,37.04,0.41,6.58,10.7,1.23,0.0,0.0,0.0,0.11,0.0,0.0,0.41
11,MasterYi,JUNGLE,405,8.07,6.1,6.08,5.28,0.5,13.36,195,0.21,712.66,20788.14,242963.68,1190.63,8198.59,13590.04,155288.71,6006.59,79475.58,37.09,7.69,252.04,0.2,0.27,32545.4,9455.82,21562.44,1526.17,26495.68,0.01,0.05,1.92,0.01,15768.74,0.0,1.0,0.0,0.0,0.0,558.3,185.96,69.55,49.21,51.87,8.67,179.3,2.16,26.8,0.0,0.0,0.01,1.44,9.71,0.0,2.25,0.4,0.25,1.98,0.0,0.0,0.08,1.46,0.01,,0.0,0.19,38,0.09,0.09,5.43,14162.41,14.75,12123.71,437.11,11081.57,8.07,306.92,1.71,30.05,2.89,29.28,1.3,19.59,32486.8,154.13,8.41,2.0,0.55,1.05,3.37,61.9,0.1,1.41,0.19,0.38,20.59,0.75,0.1,3.22,4.06,0.36,0.73,0.53,0.01,3.57,3.64,2.08,0.15,0.81,1666.86,0.33,0.46,1.85,0.02,0.01,0.77,5.4,0.91,0.52,5.73,827.77,26.12,0.0,0.19,23.25,1.74,2316.4,2316.4,0.45,0.06,0.87,1.57,1.57,1.14,1.32,0.01,0.2,0.36,0.1,0.22,37149.46,0.27,0.01,0.32,1.6,1.75,0.44,3.53,0.05,0.0,0.04,0.03,0.52,665.82,329,1650.15,1650.75,1.24,0.29,0.04,0.0,1.83,1.58,0.0,1.89,1.04,0.07,3.67,0.0,0.0,0.0,0.67,0.03,0.0,0.13,0.0,0.01,0.02,JUNGLE,JUNGLE,NONE,JUNGLE,MasterYi JUNGLE,2.19,0.48,6.7,440.82,755.86,29.48,31.91,18.84,19.76,13.33,0.0,13.33,0.0,8021.43,9.38,0.02,0.02,0.03,,0.07,0.13,0.09,0.11,0.11,0.01,45.19,0.99,4.44,8.4,3.21,0.49,0.0,0.0,0.07,0.0,0.0,0.25
